"Country","Year","Ny","No","n","p","p1","dep","K","L","Y","theta","tau","u","k"
"United States",1992,2.16230875900471,0.663066838815333,1.62664938530243,0.498808165707956,0.668161764653965,0.30664762192451,1.98093649890107,1.44011429081864,2.08422750281488,0.644101500511169,0.25671,0.333992296511108,1.37554117164895
"United States",1993,2.18274959135422,0.664536396167807,1.63523073575734,0.49784471125193,0.66724778521732,0.30444921341413,2.00728636586357,1.45587641780712,2.12367416773213,0.639031708240509,0.25874,0.333008044727722,1.37874777097289
"United States",1994,2.20470241879223,0.666501626563961,1.64585266183627,0.497556253782056,0.665766660605198,0.302309110237689,2.03422515659381,1.48629850070516,2.18737078096185,0.633337676525116,0.26208,0.325850741562042,1.3686518257461
"United States",1995,2.22887380369217,0.669446820369103,1.6582638245571,0.498062942300246,0.663733192316282,0.300352051901796,2.072664004061,1.50720013067571,2.23421065362422,0.632908642292023,0.26465,0.323783998816348,1.37517504270105
"United States",1996,2.25405190276906,0.672770698874355,1.66655975143665,0.497420918885016,0.660106103003904,0.298471698033159,2.12033789852493,1.5294213944013,2.31080885998471,0.634415864944458,0.26954,0.321479069527002,1.3863660507737
"United States",1997,2.28260413962058,0.677515473647993,1.67710010715755,0.497791646713135,0.655564696450045,0.296816895180349,2.17336580481915,1.56465340951761,2.40689776364896,0.637025117874146,0.27386,0.314531423842206,1.38903976535558
"United States",1998,2.31279830633332,0.68340759321677,1.68797636318617,0.498779275569741,0.650882624011786,0.295489490521218,2.22628038041333,1.58957868429948,2.49995165753847,0.650477528572083,0.27786,0.312703282449399,1.40054745474549
"United States",1999,2.34244798391263,0.689954874637526,1.69711556779766,0.499875842224425,0.646912429795263,0.294544373824295,2.29485336342992,1.6159014831945,2.61575583990364,0.653880476951599,0.27847,0.310165478895529,1.4201691051692
"United States",2000,2.3704803754499,0.696982779355791,1.70356699419654,0.500892929015935,0.644116777375506,0.294025964768221,2.36455418719356,1.63784495298395,2.71888219395397,0.664587259292603,0.28202,0.309066225585986,1.44369842999219
"United States",2001,2.39848760385378,0.706226056952421,1.71366072251825,0.504581242393645,0.640988658436645,0.294446406901453,2.45811468112457,1.63779722825585,2.77778864441951,0.669428586959839,0.27159,0.317154182650637,1.50086630915984
"United States",2002,2.42357492916948,0.71530495847308,1.71850425067795,0.507207182609472,0.639054199180223,0.295144560980503,2.53937682443163,1.6318446039631,2.85263238373126,0.659930109977722,0.24942,0.326678707424035,1.55613887392494
"United States",2003,2.44766982144865,0.725526647341546,1.71917248335971,0.509588931122906,0.638009337021396,0.296415243994039,2.6238647750175,1.63811005034149,2.9601535346691,0.651937246322632,0.24399,0.330747131011331,1.60176343126062
"United States",2004,2.47326782146197,0.738676688828834,1.71727546015756,0.512888794213305,0.637520582972575,0.298664253995831,2.6940767930857,1.65659806972385,3.07453844628059,0.648155748844147,0.24623,0.330198672643297,1.62627063397146
"United States",2005,2.50155357931463,0.755812380414065,1.71366843045486,0.517762971927783,0.637569156213454,0.302137194527387,2.77281795727926,1.68256608479118,3.18728447012392,0.636090576648712,0.25933,0.327391546315723,1.64796971860003
"United States",2006,2.52756826995844,0.777348566453995,1.70508692427536,0.524396073498224,0.638497138187886,0.307548000065208,2.84609854315396,1.71288083207433,3.27779152482686,0.636362373828888,0.26663,0.322320646119483,1.66158584407024
"United States",2007,2.55623667975645,0.802932510250471,1.69552137395625,0.532575580248591,0.639578265318943,0.314107264248697,2.91477315416424,1.72777400882494,3.34208064515791,0.632009029388428,0.26713,0.324094665213256,1.68701065027977
"United States",2008,2.58647574354208,0.831906190661257,1.68472401653163,0.541869508116484,0.641166597421013,0.321636958219447,2.99956761131878,1.72523919543672,3.37353824790269,0.630660533905029,0.2569,0.332976850935368,1.7386386880455
"United States",2009,2.61679607999961,0.86309680552108,1.67207792184999,0.551500792882289,0.643647788072558,0.32982960044835,3.09083956084781,1.66551412949106,3.35839117388931,0.618394017219543,0.23017,0.363529263047771,1.85578705465099
"United States",2010,2.64650480596368,0.89584888887202,1.65717286407272,0.560957405255052,0.647220327049491,0.338502649552458,3.10759295403197,1.65927299571,3.43231097991729,0.619285821914673,0.23494,0.373032313422986,1.87286417730329
